,Year,Data Needed (see orange cell),Blood in Hand (ref. priority extraction sheet for location of sample) ,,Metal  # (highlighted yellow if missing data on this bird),Color Combo,Sex,Date,"Status (New,Previous year, It's Alive!!)",Location: Feeder/MistNet/NB,"Age (ASY,AHY,HY(Juv),Nestling)","Color crest (3blk,2drk grey,1light grey)","Color proximal lower mandible (3blk,2drk grey,1light grey)",Blood Taken,Feathers Taken,Mass (g),Tarsus (mm),Wing (mm),RFID #,Tarsus/wing  collected by,IA nestbox of origin,Notes,Other Notes,Recapture date,Recapture location,
,2021,,yes,,244102193,YYN,,05/06/21,N,NB74,Nestling,,,Y,,17.3,,,01103F5EA3,TM,,,,,,
,2021,,yes,,244102194,YYW,,05/06/21,N,NB74,Nestling,,,Y,,17.6,,,01103F43C8,TM,,,,,,
,2021,,yes,,244102195,YYG,,05/06/21,N,NB74,Nestling,,,Y,,15.9,,,01103F8A52,TM,,,,,,
,2021,,yes,,244102196,YYY,,05/06/21,N,NB74,Nestling,,,Y,,18.1,,,01103F434B,TM,,,,,,
,2021,,yes,,244102197,YYO,,05/06/21,N,NB74,Nestling,,,Y,,16.6,,,01103F3DDA,TM,,,,,,
,2021,,yes,,244102198,YYR,,05/06/21,N,NB74,Nestling,,,Y,,16.3,,,01103F7762,TM,,,,,,
,2021,,yes,,244102187,YLB,,05/06/21,N,NB49,Nestling,,,Y,,19.0,,,0110174F8C,MS,,,,,,
,2021,,yes,,244102188,YLS,,05/06/21,N,NB49,Nestling,,,Y,,17.5,,,01103F3D28,MS,,,,,,
,2021,,yes,,244102189,YLN,,05/06/21,N,NB49,Nestling,,,Y,,20.2,,,01103F4F92,MS,,,,,,
,2021,,yes,,244102190,YLW,,05/06/21,N,NB49,Nestling,,,Y,,20.7,,,01103F4736,MS,,,,,,
,2021,,yes,,244102191,YLG,,05/06/21,N,NB49,Nestling,,,Y,,18.7,,,01103F6D78,MS,,,,,,
,2021,,yes,,271156701,YNL,,05/06/21,N,NB86,Nestling,,,Y,,18.9,,,01103F6958,ND,,bled a lot,,,,
,2021,,yes,,271156702,YNY,,05/06/21,N,NB86,Nestling,,,Y,,17.0,,,01103F7129,ND,,,,,,
,2021,,yes,,271156703,YNO,,05/06/21,N,NB86,Nestling,,,Y,,18.9,,,01103F5C76,ND,,,,,,
,2021,,yes,,271156704,YNR,,05/06/21,N,NB86,Nestling,,,Y,,17.2,,,01103F4620,ND,,tough to bleed,,,,
,2021,,yes,,271156705,YNT,,05/06/21,N,NB86,Nestling,,,Y,,18.5,,,01103F5300,ND,,,,,,
,2021,,yes,,271156706,YNN,,05/06/21,N,NB86,Nestling,,,Y,,18.2,,,01103F3C2A,ND,,,,,,
,2021,,yes,,271156718,YLW,,05/08/21,N,NB40,Nestling,,,Y,,17.2,,,01103F4D99,TM,,,,,,
,2021,,yes,,271156707,YRG,,05/08/21,N,NB4,Nestling,,,Y,,17.2,,,01103F4691,"JL, TC",,,,,,
,2021,,yes,,271156708,YRT,,05/08/21,N,NB4,Nestling,,,Y,,19.8,,,01103F87A0,"JL, TC",,,,,,
,2021,,yes,,271156709,YRL,,05/08/21,N,NB4,Nestling,,,Y,,17.7,,,01103F446D,"JL, TC",,,,,,
,2021,,Yes,,271156710,YRY,,05/08/21,N,NB4,Nestling,,,Y,,19.2,,,01103F76C7,"JL, TC",,,,,,
,2021,,Yes,,271156711,YRO,,05/08/21,N,NB4,Nestling,,,Y,,18.7,,,01103F4127,"JL, TC",,,,,,
,2021,,Yes,,271156712,YRR,,05/08/21,N,NB4,Nestling,,,Y,,18.6,,,01103F49BC,"JL, TC",,,,,,
,2021,,yes,,271156713,YTT,,05/08/21,N,NB95,Nestling,,,Y,,18.8,,,01103F51BA,"JL, TC",,,,,,
,2021,,Yes,,271156714,YTL,,05/08/21,N,NB95,Nestling,,,Y,,20.9,,,01103F5CF4,"JL, TC",,,,,,
,2021,,Yes,,271156715,YTY,,05/08/21,N,NB95,Nestling,,,Y,,18.6,,,01103F5675,"JL, TC",,,,,,
,2021,,yes,,271156716,YTO,,05/08/21,N,NB95,Nestling,,,Y,,17.5,,,01103F7B8F,"JL, TC",,,,,,
,2021,,yes,,271156717,YTR,,05/08/21,N,NB95,Nestling,,,Y,,17.5,,,01103F76D8,"JL, TC",,,,,,
,2021,,Yes,,244102200,SRR,,05/09/21,N,NB40,ASY,2,3,Y,,18.0,,,01103FDE10,TM,,,,,,
,2021,,Yes,,271156724,YNL,,05/09/21,N,NB22,Nestling,,,Y,,17.5,,,0110174BFB,TM,,,,,,
,2021,,Yes,,271156725,YNR,,05/09/21,N,NB22,Nestling,,,Y,,16.7,,,0110170A93,TM,,,,,,
,2021,,Yes,,271156726,YNO,,05/09/21,N,NB22,Nestling,,,Y,,18.1,,,0110174C4E,TM,,,,,,
,2021,,Yes,,271156727,YNR,,05/09/21,N,NB22,Nestling,,,Y,,17.8,,,01101749E7,TM,,,,,,
,2021,,Yes,,271156728,YNB,,05/09/21,N,NB22,Nestling,,,Y,,16.4,,,0110170C74,TM,,,,,,
,2021,,Yes,,271156729,YGL,,05/09/21,N,NB82,Nestling,,,Y,,17.9,,,01103F4D7D,TM,,,,,,
,2021,,Yes,,271156730,YGY,,05/09/21,N,NB82,Nestling,,,Y,,21.4,,,01103F4476,TM,,,,,,
,2021,,Yes,,271156731,YGO,,05/09/21,N,NB82,Nestling,,,Y,,19.5,,,01103F7D93,TM,,,,,,
,2021,,Yes,,271156732,YGT,,05/09/21,N,NB82,Nestling,,,Y,,19.3,,,01103F58BD,TM,,,,,,
,2021,,Yes,,271156733,YGR,,05/09/21,N,NB82,Nestling,,,Y,,19.0,,,011016FAAE,TM,,,,,,
,2021,,Yes,,271156734,YGG,,05/09/21,N,NB82,Nestling,,,Y,,18.3,,,01103F531C,TM,,,,,,
,2021,,Yes,,271156719,YLT,,05/10/21,N,NB40,Nestling,,,Y,,18.4,,,01103F53C6,CP,,,,,,
,2021,,Yes,,271156722,YLO,,05/10/21,N,NB40,Nestling,,,Y,,17.5,,,01103F3F00,CP,,,,,,
,2021,,Yes,,271156721,YLY,,05/10/21,N,NB40,Nestling,,,Y,,16.8,,,01103F617B,CP,,Struggled a lot,,,,
,2021,,Yes,,271156723,YLR,,05/10/21,N,NB40,Nestling,,,Y,,19.0,,,01103F51AD,CP,,,,,,
,2021,,Yes,,271156720,YLL,,05/12/21,N,NB40,Nestling,,,Y,,18.6,,,01103F6453,CP,,,,,,
,2021,,Yes,,271156736,SBB,,05/12/21,N,NB31,Nestling,,,Y,,16.9,,,01103FD8B6,CP,,,,,,
,2021,,Yes,,271156735,SBS,,05/12/21,N,NB31,Nestling,,,Y,,18.4,,,01103FE0F6,CP,,Struggled a lot,,,,
,2021,,Yes,,271156737,SBN,,05/12/21,N,NB31,Nestling,,,Y,,19.2,,,01103FDD26,CP,,,,,,
,2021,,Yes,,271156738,SBW,,05/12/21,N,NB31,Nestling,,,Y,,16.8,,,01103FD8F0,CP,,,,,,
,2021,,Yes,,271156739,SBG,,05/12/21,N,NB31,Nestling,,,Y,,16.4,,,01103FE157,CP,,"Bled a lot, kept under control",,,,
,2021,,yes,,271156740,SBL,,05/12/21,N,NB31,Nestling,,,Y,,17.2,,,01103FDAC1,CP,,,,,,
,2021,,Yes,,271156741,SWW,,05/27/21,N,NB25,ASY,2,1,Y,,19.1,19.9,77.0,01103FDC14,TM,,Snap trap capture,,,,
,2021,,Yes,,271156742,SGN,,05/27/21,N,NB56,ASY,,,Y,,18.4,,,01103FDECA,AS,,"Snap trap capture, stressed & bled a lot so skipped some measurements",,,,
,2021,,Yes,,271156743,SGL,,05/27/21,N,NB97,ASY,2,2,Y,,20.4,24.7,,01103FDA86,"MAS,MD",,snap trap capture,,,,
,2021,,Yes,,271156744,SBR (there is a possibility that this should be written as SRB),,05/28/21,N,NB65,SY,2,2,Y,,18.3,19.6,74.8,01103FE43D,"TM,MAS",,"not a bleeder, hard to find vein",,,,05/31/21 NB 65
,2021,,Yes,,271156745,SBY,,05/28/21,N,mistnet by F24,HY,1,1,Y,,18.0,19.9,73.0,01103FDAE6,"TM,AS",,,,,,
,2021,,Yes,,271156746,SBT,,05/28/21,N,mistnet by F24,ASY,2,3,Y,,,19.7,76.0,01103FD7D4,"TM,AS",,likely male (singling loud),,,,
,2021,,Yes,,271156747,SGO,,05/28/21,N,NB64,ASY,2,3,Y,,18.9,20.o,77.6,01103FD7AD,"MAS,TM",,,,,,
,2021,,Yes,,271156748,SGR,,05/31/21,N,NB97,HY,0.5,1,Y,,18.6,19.9,74.2,01103FE50F,"TM, MS",,is this a cooperative breeder? ,,,,
,2021,,Yes,,271156749,SRO,,05/31/21,N,NB64,HY,0.5,1,Y,,19.0,19.2,72.8,01103FDF01,"TC, TM",,is this a cooperative breeder? ,,,,
,2021,,,,.,SRB (there is a possibility that this should be written as SBR,,05/31/21,R,NB65,,,,,,,,,,,,,,,,
,2021,,,,.,SSG,,05/31/21,R,NB17,,,,,,,,,,,,,,,,
,2021,,Yes,,271156750,GGG,,06/02/21,N,NB25,Nestling,,,y,,17.8,,,01103F58F0,"AS,TC",,,,,,
,2021,,Yes,,271156751,GGL,,06/02/21,N,NB25,Nestling,,,y,,18.0,,,01103FCDB1,"AS,TC",,,,,,
,2021,,Yes,,271156752,GGR,,06/02/21,N,NB25,Nestling,,,y,,16.3,,,01103F83D8,GB,,,,,,
,2021,,Yes,,271156753,GGB,,06/02/21,N,NB25,Nestling,,,y,,18.3,,,01103F3B59,TC,,,,,,
,2021,,Yes,,271156754,GGO,,06/02/21,N,NB25,Nestling,,,y,,17.8,,,01103F5CD7,"AS,GB",,,,,,
,2021,,Yes,,271156755,GGY,,06/02/21,N,NB25,Nestling,,,y,,20.0,,,01103F4D1B,TC,,,,,,
,2021,,Yes,,271156756,SRL,,06/02/21,N,NB44,ASY,2,3,y,,18.9,,71.0,01103FDE04,"MS,AS",,,,,,
,2021,,,,271156757,SRW,,06/02/21,N,NB22,ASY,2,3,y,,18.7,19.0,72.8,01103FDE92,"AS,TM",,,,,,
,2021,,Yes,,271156758,SRT,,06/03/21,N,NB44,AHY,1,1,y,,16.4,19.2,74.1,01103FDD73,MD,,,,,,
,2021,,Yes,,244160928,SRG,,06/03/21,R,NB94,ASY,3,3,,,,,,,AS,,Saw 1 undbanded in nest + banded ss? in addition to this one,,,,
,2021,,Yes,,271156759,GBB,,06/07/21,N,NB64,Nestling,,,y,,17.8,,,01103F4187,,,Right foot nail coming off and bleeding,,,,
,2021,,Yes,,271156760,GBL,,06/07/21,N,NB64,Nestling,,,y,,18.5,,,01103F8AEF,,,,,,,
,2021,,Yes,,271156761,GBR,,06/07/21,N,NB64,Nestling,,,y,,17.1,,,01103F8B6B,,,,,,,
,2021,,Yes,,271156762,GBY,,06/07/21,N,NB64,Nestling,,,y,,19.9,,,01103F47D0,,,,,,,
,2021,,Yes,,271156763,SGY,,06/07/21,N,NB94,,3,3,y/n?,,20.2,22.7,76.5,01103FDD7D,,,"Very little blood, should bleed if caught again",,,,
,2021,,Yes,,271156764,GLB,,06/07/21,N,NB97,Nestling,,,y,,18.3,,,01103FCB89,MS,,,,,,
,2021,,Yes,,271156765,GLL,,06/07/21,N,NB97,Nestling,,,y,,17.9,,,01103FD702,MS,,,,,,
,2021,,Yes,,271156766,GLR,,06/07/21,N,NB97,Nestling,,,y,,18.7,,,01103F3BD9,MS,,,,,,
,2021,,Yes,,271156767,GLY,,06/07/21,N,NB97,Nestling,,,y,,19.0,,,01103FA72F,MS,,,,,,
,2021,,Yes,,271156799,GLW,,06/07/21,N,NB97,Nestling,,,y,,20.2,,,01103FB62C,MS,,,,,,
,2021,,Yes,,271156768,STB,,06/07/21,N,NB31,AHY,2,2,y,,17.6,21.5,76.7,01103FD954,MS,,,no date on blood tube,,,
,2021,,Yes,,271156769,SNB,,06/08/21,N,NB94,AHY,2,2,Y,,20.1,21.0,75.0,01103FE433,"MS, AS",,,,,,
,2021,,Yes,,271156770,SSY,,06/08/21,N,NB12,"HY (was listed as AHY, but crest and bill suggest HY)",1,1,y,,17.4,18.8,71.0,01103FDEBD,"JL, AS",,,,,,
,2021,,Yes,,271156771,SRS,,06/08/21,N,NB37,AHY,2,2,y,,18.5,19.8,71.0,01103FE1BE,"MD, AS",,,,,,
,2021,,Yes,,271156772,GRW,,06/08/21,N,NB56,Nestling,,,y,,17.2,,,01103FB900,"JL, MD, AS",,,,,,
,2021,,Yes,,271156773,GRY,,06/08/21,N,NB56,Nestling,,,y,,17.5,,,01103F7F91,"JL, MD, AS",,,,,,
,2021,,Yes,,271156774,GRR,,06/08/21,N,NB56,Nestling,,,y,,17.3,,,01103FC0D0,"JL, MD, AS",,,,,,
,2021,,Yes,,271156775,GRL,,06/08/21,N,NB56,Nestling,,,y,,18.9,,,01103F5BDA,"JL, MD, AS",,,,,,
,2021,,Yes,,271156776,GYR,,06/08/21,N,NB65,Nestling,,,y,,18.1,,,01103F7051,"JL, MD, AS",,,,,,
,2021,,Yes,,271156777,GYS,,06/08/21,N,NB65,Nestling,,,y,,17.9,,,01103F7A56,"JL, MD, AS",,,,,,
,2021,,Yes,,271156778,GYT,,06/08/21,N,NB65,Nestling,,,y,,17.3,,,01103F4727,"JL, MD, AS",,,,,,
,2021,,Yes,,271156779,GYN,,06/08/21,N,NB65,Nestling,,,y,,18.5,,,01103F7DAF,"JL, MD, AS",,,,,,
,2021,,Yes,,271156780,SRN,,06/09/21,N,NB23,"HY (was listed as AHY, but crest and bill suggest HY)",1,2,y,,20.1,21.5,79.2,01103FDEEB,TC,,,,,,
,2021,,Yes,,271156781,SST,,06/09/21,N,NB12,ASY,2,2,y,,19.8,22.1,73.2,01103FD874,AS,,,,6/30/2023,FK,
,2021,,Yes,,244160928,SRG,,06/09/21,R,NB94,ASY,,,y,,,,,,MT,,,,,,
,2021,,,,271156771,SRS,,06/09/21,R,NB37,,,,n,,,,,,GB,,,,,,
,2021,,,,244160946,YRB,,06/09/21,R,NB62,,,,n,,,,,,MD,,,,,,
,2021,,,,271156783,RB,,06/10/21,N,NB94,Nestling,,,N,,13.1,,,,"TC, UE",,"RFID would not fit, blood not taken",,,,
,2021,,,,271156782,RG,,06/10/21,N,NB94,Nestling,,,N,,14.4,,,,"TC, UE",,"RFID would not fit, blood not taken",,,,
,2021,,Yes,,271156784,SNL,,06/10/21,N,F4,AHY,2,2,Y,,18.5,19.2,72.0,01103FE6E2,MD,,Not a good bleeder,,,,
,2021,,,,244102150,YGT,,06/10/21,R,F4,,,,,,,,,,,,,,,,
,2021,,Yes,,271156785,SSL,,06/10/21,N,F5,ASY,3,3,Y,,,,,01103FDD36,,,"Escape artist, big angry dude",,,,
,2021,,,,244102149,YGL,,06/10/21,R,F4,,,,,,,,,,,,,,,,
,2021,,Yes,,271156786,SNR,,06/10/21,N,F1,HY,1,1,Y,,15.9,17.2,66.2,01103FE201,"MS,MD",,"Skin around beak broken because trying to get out of trap, hasn't been fledged very long, didn't bleed much",,,,
,2021,,,,244160952,SSR,,06/10/21,R,F4,,,,,,,,,,,,,,,,
,2021,,Yes,,271156787,SNY,,06/10/21,N,F5,AHY,2,1,Y,,17.5,21.5,75.0,01103FE2BC,,,,,,,
,2021,,Yes,,271156788,SSO,,06/14/21,N,NB43,HY,2,1,Y,,17.8,20.5,72.0,01103FDE83,"MS, JL",,"nicked leg with metal band, bleeder",,,,
,2021,,,,244160935,SBL,,06/14/21,R,F3,,,,,,,,,,,,,,,,
,2021,,Yes,,271156789,SWG,,06/14/21,N,F3,HY,1,1,Y,,18.4,21.5,71.0,01103FDA5B,,,,,,,
,2021,,Yes,,271156790,SYG,,06/14/21,N,F2,HY,1,1,Y,,18.1,22.7,70.0,01103FDD47,,,Did not bleed well,,,,
,2021,,Yes,,271156791,SYR,,06/14/21,N,F9,AHY,2/3,2,Y,,19.1,19.4,75.0,01103FDF24,,,Bled a lot,,,,
,2021,,,,271156781,SST,,06/14.21,R,F7,,,,,,,,,,,,,,,,
,2021,,Yes,,271156783,GRB,,06/14/21,R,NB94,Nestling,,,Y,,14.7,,,01103F697C,"AS, GB",,metal and color bands placed previously on 6/10,,,,
,2021,,Yes,,271156782,GGR,,06/14/21,R,NB94,Nestling,,,Y,,16.2,,,01103F4082,"AS, GB",,metal and color bands placed previously on 6/10,,,,
,2021,,Yes,,271156792,GOW,,06/14/21,N,NB94,Nestling,,,Y,,15.1,,,01103FD79B,"AS, GB",,,,,,
,2021,,Yes,,271156793,GON,,06/14/21,N,NB94,Nestling,,,Y,,12.3,,,01103FB042,"AS, GB",,,,,,
,2021,,Yes,,271156794,GOL,,06/14/21,N,NB94,Nestling,,,Y,,13.9,,,01103F4259,"AS, GB",,,,,,
,2021,,Yes,,271156795,GOR,,06/14/21,N,NB94,Nestling,,,Y,,13.0,,,01103F3D86,"AS, GB",,"blood pink and milky, pepto bismol",,,,
,2021,,Yes,,271156796,GOY,,06/14/21,N,NB94,Nestling,,,Y,,15.4,,,01103FB330,"AS, GB",,,,,,
,2021,,Yes,,271156797,SNW,,06/15/21,N,NB37,AHY,1,1/2,Y,,16.7,19.2,70.0,01103FE424,GB,,"Too little blood, bleed again if caught",,,,
,2021,,Yes,,271156798,SWT,,06/15/21,N,F11,AHY,3,2,Y,,19.0,,,01103FE5D7,"TC, MS",,"Stressed, has injured pin feather, stress molted tail feathers",,,,
,2021,,Yes,,271156800,GSB,,06/15/21,N,NB31,Nestling,,,Y,,16.7,,,01103F3CAA,"JL,MS,AS,UE",,,,,,
,2021,,Yes,,271156801,GSL,,06/15/21,N,NB31,Nestling,,,Y,,16.3,,,01103F3B3A,"JL,MS,AS,UE",,,,,,
,2021,,Yes,,271156802,GSR,,06/15/21,N,NB31,Nestling,,,Y,,16.3,,,01103F669D,"JL,MS,AS,UE",,,,,,
,2021,,Yes,,271156803,GSY,,06/15/21,N,NB31,Nestling,,,Y,,15.0,,,01103F9B55,"JL,MS,AS,UE",,,,,,
,2021,,Yes,,271156804,GSW,,06/15/21,N,NB31,Nestling,,,Y,,16.0,,,01103F89EF,"JL,MS,AS,UE",,,,,,
,2021,,Yes,,271156805,GSG,,06/15/21,N,NB31,Nestling,,,Y,,17.8,,,01103FA94D,"JL,MS,AS,UE",,,,,,
,2021,,Yes,,244160916,YBB,,06/16/21,P,NB62,ASY,3,2,Y,,19.3,20.6,78.2,,TM,,,,,,
,2021,,Yes,,271156806,SYY,,06/16/21,N,F6,ASY,2,3,Y,,20.1,21.0,76.2,01103FDE7D,TM,,,,,,
,2021,,,,244160952,SSR,,06/16/21,R,F4,,,,,,,,,,JL,,,,,,
,2021,,,,271156785,SSL,,06/16/21,R,F5,,,,,,18.6,20.4,77.1,,TM,,,,,,
,2021,,,,271156770,SSY,,06/16/21,R,F6,HY,1,1,,,,,,,TM,,,,,,
,2021,,,,271156781,SST,,06/16/21,R,F6,AHY,2,2,,,,19.2,78.0,,TM,,,,,,
,2021,,Yes,,271156807,STT,,06/16/21,N,F17,ASY,2,3,Y,,21.0,21.6,79.0,01103FE50B,TM,,,,,,
,2021,,,,244160951,YTY,,06/16/21,R,F5,AHY,2,2,,,,19.7,78.2,,TM,,,,,,
,2021,,Yes,,271156808,SLT,,06/16/21,N,NB31,AHY,2,1,Y,,15.9,19.4,75.1,01103FD87D,TM,,,,,,
,2021,,Yes,,271156809,SLL,,06/16/21,N,F7,HY,1,1,Y,,16.5,,,01103FDD6A,TM,,Fucking Murphy let it go b/f tarsus and wing,,,,
,2021,,Yes,,244160959,SWW,,06/16/21,R,F4,AHY,2,1,Y,,17.5,19.4,73.1,,TM,,,,,,
,2021,,Yes,,271156810,GTT,,06/18/21,N,NB62,Nestling,,,Y,,15.6,,,01103FD119,"MD, AS",,,,,,
,2021,,Yes,,271156811,GTS,,06/18/21,N,NB62,Nestling,,,Y,,16.2,,,01103FC3A4,"MD, AS",,,,,,
,2021,,Yes,,271156812,GTL,,06/18/21,N,NB62,Nestling,,,Y,,16.3,,,01103F9ABF,"MD, AS",,,,,,
,2021,,Yes,,271156814,GTR,,06/18/21,N,NB62,Nestling,,,Y,,17.9,,,01103F554F,"MD, AS",,,,,,
,2021,,Yes,,271156816,GTY,,06/18/21,N,NB62,Nestling,,,Y,,17.8,,,01103F5C26,"MD, AS",,Big Bleeder,,7/4/2023,,
,2021,,Yes,,271156818,GTB,,06/18/21,N,NB62,Nestling,,,Y,,17.5,,,01103FD11F,"MD, AS",,,,,,
,2021,,Yes,,271156813,SWL,,06/18/21,N,F14,ASY,3,3,Y,,21.0,21.0,78.0,01103FE08B,"MD, AS, UE",,,,,,
,2021,,Yes,,271156815,SWR,,06/18/21,N,F18,AHY,2,2,Y,,,,,01103FD895,"MD, AS, MS",,"Stressed AF, vibrating, bad bleeder, released early",,,,
,2021,,Yes,,271156817,SYS,,06/18/21,N,F18,HY,1,1,Y,,18.5,19.1,77.0,01103FE350,"MD, AS, MS ",,Yeetling,,,,
,2021,,Yes,,271156899,SYO,,06/18/21,N,F17,HY,1,1,Y,,,,,01103FE6BF,"MD, AS, MS",,"Yeetling, not a bleeder, Maia f*'d up, released by NB62, (sorry about metal band!)",,,,
,2021,,Yes,,271156819,SNG,,06/18/21,N,F17,HY,1,1,Y,,17.1,19.1,72.0,01103FE613,"MD, AS, MS",,"Yeetling, bleeder, angry boy",,,,
,2021,,Yes,,271156820,SNT,,06/18/21,N,F17,AHY,2,1,Y,,17.0,21.7,75.0,01103FE263,"MD, AS, MS",,,,,,
,2021,,,,271156808,SLT,,06/18/21,R,F18,.,.,.,.,,.,.,.,.,.,,,,,,
,2021,,Yes,,271156821,GWB,,06/21/21,N,NB12,Nestling,,,Y,,16.0,,,01103FDFB5,"JL, AS",,,,,,
,2021,,Yes,,271156822,GWL,,06/21/21,N,NB12,Nestling,,,Y,,16.9,,,01103F4F27,"JL, AS",,,,,,
,2021,,Yes,,271156823,GWR,,06/21/21,N,NB12,Nestling,,,Y,,16.2,,,01103FC0D2,"JL, AS",,,,,,
,2021,,Yes,,271156824,GWY,,06/21/21,N,NB12,Nestling,,,Y,,16.2,,,01103F415F,"JL, AS",,,,,,
,2021,,Yes,,271156825,GNB,,06/21/21,N,NB43,Nestling,,,Y,,17.7,,,01103F3CEA,"JL, AS",,,,,,
,2021,,Yes,,271156826,GNL,,06/21/21,N,NB43,Nestling,,,Y,,18.8,,,01103F6DC0,"JL, AS ",,,,,,
,2021,,Yes,,271156832,GBS,,06/22/21,N,NB73,Nestling,,,Y,,16.6,,,01103F8E33,"MD, MS",,Bad bleeder,,,,
,2021,,Yes,,271156838,GBN,,06/22/21,N,NB73,Nestling,,,Y,,16.0,,,01103FBB1F,"MD, MS",,,,,,
,2021,,Yes,,271156834,GLG,,06/22/21,N,NB73,Nestling,,,Y,,16.1,,,01103FDFB3,"MD, MS",,,,,,
,2021,,Yes (get more),,271156828,GBW,,06/22/21,N,NB85,Nestling,,,Y-get more,,15.3,,,01103F5C94,"MD, MS",,"Not a bleeder, didn't get much blood",,,,
,2021,,Yes,,271156842,GBG,,06/22/21,N,NB85,Nestling,,,Y,,15.1,,,01103F6808,"MD, MS",,,,,,
,2021,,Yes,,271156833,GBT,,06/22/21,N,NB85,Nestling,,,Y,,17.0,,,01103FD114,"MD, MS",,,,,,
,2021,,Yes,,271156835,GBO,,06/22/21,N,NB85,Nestling,,,Y,,16.9,,,01103F88D0,"MD, MS",,,,,,
,2021,,Yes,,271156843,GRG,,06/22/21,N,NB92,Nestling,,,Y,,18.0,,,01103F9A3C,"MD, MS",,,,,,
,2021,,Yes (get more),,271156840,GRT,,06/22/21,N,NB92,Nestling,,,Y-get more,,18.6,,,01103F5288,"MD, MS",,Bad bleeder,,,,
,2021,,Yes,,271156846,GRS,,06/22/21,N,NB92,Nestling,,,Y,,17.0,,,01103FC967,"MD, MS",,,,,,
,2021,,Yes,,271156829,GRN,,06/22/21,N,NB92,Nestling,,,Y,,18.5,,,01103FDAB2,"MD, MS",,"Really fucking cute, Sir James",,,,
,2021,,Yes,,271156831,GYB,,06/22/21,N,NB92,Nestling,,,Y,,17.9,,,01103FC978,"MD, MS",,date is off by 24 hrs,,,,
,2021,,Yes,,271156845,GYL,,06/22/21,N,NB92,Nestling,,,Y,,16.3,,,01103FC804,"MD, MS",,,,,,
,2021,,,,271156770,SSY,,06/22/21,R,F6,HY,1,1,,,,,,,,,,,,,
,2021,,Yes,,271156849,GNN,,06/22/21,N,NB23,Nestling,,,Y,,18.2,,,01103F8E2E,,,,,,,
,2021,,Yes,,271156850,GNS,,06/22/21,N,NB23,Nestling,,,Y,,17.9,,,01103FB849,,,could be bled again,,,,
,2021,,Yes,,271156851,GNO,,06/22/21,N,NB23,Nestling,,,Y,,17.7,,,01103FCB81,,,,,,,
,2021,,Yes,,271156852,GNG,,06/22/21,N,NB23,Nestling,,,Y,,17.1,,,01103FDCF6,,,,,,,
,2021,,Yes,,271156854,GNW,,06/22/21,N,NB23,Nestling,,,,,15.8,,,01103FD264,,,,,,,
,2021,,,,271156724,YNL,,06/22/21,R,F5,HY,,,,,,20.1,75.2,,,,,,,,
,2021,,Yes,,271156853,SON,,06/22/21,N,F6,HY,1,1,Y,,18.1,20.8,74.8,01103FE73C,,,,,,,
,2021,,,,271156806,SYY,,06/22/21,R,F6,,,,,,,,,,,,,,,,
,2021,,Yes,,271156855,SOS,,06/22/21,N,F6,HY,1,1,Y,,19.6,20.8,78.0,01103FD853,,,,,,,
,2021,,,,271156781,SST,,06/22/21,R,F6,,,,,,,,,,,,,,,,
,2021,,Yes,,271156856,GSN,,06/22/21,N,NB37,Nestling,,,Y,,15.6,,,01103FCADE,,,,,,,
,2021,,Yes,,271156858,GSS,,06/22/21,N,NB37,Nestling,,,,,15.4,,,01103F3E66,,,,,,,
,2021,,Yes,,271156841,GLT,,06/22/21,N,NB71,Nestling,,,Y,,19.7,,,01103FD1C3,"MD, MS",,,,,,
,2021,,Yes,,271156837,GLO,,06/22/21,N,NB71,Nestling,,,Y,,18.9,,,01103F7DFA,"MD, MS",,,,,,
,2021,,Yes,,271156839,GLS,,06/22/21,N,NB71,Nestling,,,Y,,16.7,,,01103FBF6E,"MD, MS",,,,,,
,2021,,Yes,,271156844,GLN,,06/22/21,N,NB71,Nestling,,,Y,,17.7,,,01103FC5D8,"MD, MS",,"not a bleeder, didnt get much blood",,,,
,2021,,Yes,,271156857,SWO,,06/23/21,N,F3,HY,1,1,Y,,17.4,20.4,78.9,01103FDEE9,"MD, AS",,Yeetling,,,,
,2021,,,,244102151,YTG,,06/23/21,R,F2,,,,,,,,,,"MD, AS",,metal band might be wrong - could be 244102075 or 244102180,,,,
,2021,,,,271156790,SGY,,06/23/21,R,F2,,,,,,,,,,"MD, AS",,,,,,
,2021,,,,271156746,SBT,,06/23/21,R,F12,,,,,,18.8,,,,"MD, AS",,,,,,
,2021,,,,244102109,RBN,,06/23/21,R,F12,,,,,,,19.6,77.0,,"MD, AS",,,,,,
,2021,,,,244102106,RBB,,06/23/21,R,F12,,,,,,,24.7,78.3,,"MD, AS",,"color bands entered wrong on data sheet, should fix",,,,
,2021,,,,244102182,YOS,,06/23/21,R,F4,,,,,,,,,,"MD, AS",,,,,,
,2021,,,,244102154,SGG,,06/23/21,R,F3,,,,,,21.2,21.1,74.5,,"MD, AS",,,,,,
,2021,,Yes,,271156859,,,06/23/21,N,F13,HY,1,1,Y,,19.5,22.5,79.0,01103FDCD7,"MD, AS",,,,,,
,2021,,,,271156770,SSY,,06/24/21,R,F6,,,,,,,,,,"MD, AS",,,,,,
,2021,,Yes,,271156860,SWN,,06/24/21,N,F10,AHY,2,2,Y,,16.9,20.4,73.5,01103FDDCB,AS,,,,,,
